name,house_id,location,xiaoqu_address,huanxianweizhi,xiangmutese,youbian,chanquan,kaifashang,jianzhu_type,jianzhu_mianji,jianzhu_jiegou,zhandi_mianji,dangqihu_shu,loudong_shu,zonghu_shu,lvhua_lv,rongji_lv,wuye_gongsi,wuye_fee,wuye_phone,wuye_type,wuye_address,gps_x,gps_y,built_time
盘谷花园小区网,panguhuayuan2,武侯 玉林,武侯人民南路四段21号,：一至二环,,610042,70年,成都罗宾纳实业有限公司,塔楼 高层,,框架结构,,611户,5栋,611户,30%,3.50,成都罗宾纳物业,1.20元/平米·月,028-88886298,住宅,5栋楼下,104.07449340820312,30.62898063659668,2004-01-01
今日田园别墅小区网,jinritianyuanbieshu,郫都区 郫县区,郫都区友爱镇子云路98号,：绕城以外,,611700,70年,成都世禾置业有限公司,独栋,236524平方米,框架,329392平方米,623户,372栋,623户,54%,0.43,成都盛禾物业管理有限公司,3.00元/平米·月,,别墅,,103.81159210205078,30.828731536865234,2010-12-01
青城半岛小区网,qingchengbandao,都江堰 都江堰市区,都江堰幸福镇二环路民主村走马河东路（...,：绕城以外,"宜居生态地产,公园地产,打折优惠楼盘",611830,住宅产权70年,成都隆旺房地产开发有限公司,板塔结合 多层 小高层,106680平方米,框剪,53371平方米,560户,4栋,818户,30%,2.00,成都博爱物业管理有限公司,1.20元/平米·月,,住宅,,103.64820861816406,30.975337982177734,2013-01-01
瑞升南园小区网,ruishengnanyuan,高新区 神仙树,高新区二环路南三段138号,：一至二环,,610016,70年,,板楼 多层,,框架,,300户,5栋,300户,25%,3.10,0.30元/平米·月,0.30元/平米·月,85198658,住宅,,104.05464935302734,30.630157470703125,2000-01-01
金琴路南二巷小区网,jqlnexxq,金牛 抚琴小区,金牛金琴路南二巷2号,：一至二环,,610036,70年,,板楼 多层,4200平方米,砖混,1448平方米,,5栋,252户,28%,2.90,小区物业,0.30元/平米·月,,住宅,小区门口,104.04242706298828,30.68482780456543,1997-01-01
金水湾小区网,jinshuiwan028,温江 温江城区,温江杨柳西路66号,：绕城以外,"宜居生态地产,打折优惠楼盘",611130,70年产权,成都金强实业有限公司,塔楼 高层,73775平方米,砖混,13840平方米,504户,4栋,504户,28.30%,4.02,成都住邦物业,1.20元/平米·月,,住宅,小区正门,103.83609771728516,30.6926212310791,2011-01-01
中铁十三局宿舍小区网,zhongtie13ju,新都 新都主城区,新都学院东路289号,：绕城以外,,610500,70年,中铁集团,板楼 小高层,,框剪,,,3栋,,30%,3.60,小区物业,0.60元/平米·月,,住宅,,104.1764907836914,30.813106536865234,2006-01-01
泰基花溪谷别墅小区网,huaxigutj,温江 光华大道,温江温江人和路333号,：绕城以外,"水景地产,特色别墅,公园地产",611130,70年产权,四川泰基地产有限公司,叠拼,95000平方米,框架,50000平方米,500户,22栋,500户,45%,2.35,悦华置地,2.00元/平米·月,,别墅,小区正门,103.87045288085938,30.687763214111328,2009-01-01
泰基南棠小区网,taijinantang,武侯 红牌楼,武侯红牌楼佳灵路6号,：二至中环,宜居生态地产 ,610047,70年产权,成都合力达房产开发有限公司,塔楼 高层,70035平方米,框剪,16675平方米,720户,4栋,720户,25%,4.20,成都通顺物业有限公司,1.60元/平米·月,028-86282856,住宅,,104.03522491455078,30.640851974487305,2010-01-01
泰逸美景小区网,taiyimeijing,金牛 国宾,金牛蜀跃路2号（蜀汉路附近）,：三至绕城,,610036,70年产权,成都爱时房屋发展有限公司,板楼 多层 小高层,73024平方米,框架,26479平方米,428户,10栋,428户,45%,2.76,四川万豪物业管理顾问有限公司,1.20元/平米·月,028-87686113,住宅,9栋楼下,104.0129165649414,30.710756301879883,2005-01-01
水韵尚城别墅小区网,shuiyunshangcheng,温江 温江城区,温江海科路东段519号（四川教育学院旁）,：绕城以外,,611137,70年产权,,叠拼,350000平方米,框剪结构,163000平方米,,88栋,,40.50%,0.89,成都市浣花物业管理有限公司,2.20元/平米·月,,别墅,,103.82928466796875,30.68162727355957,2009-12-01
四季青城小区网,sijiqingcheng,都江堰 青城山,都江堰白鹤路1号（青城山前门300米）,：绕城以外,,611800,70年,,板楼 多层,17000平方米,混合结构,5800平方米,182户,2008-09-01,182户,45%,0.55,白鹤路1号（青城山前门...,1.00元/平米·月,,住宅,小区内8幢1单元2楼,103.5991439819336,30.908876419067383,2008-09-01
水电五局常乐小区网,changlexiaoqu,双流 航空港,双流锦华路三段13号,,,610225,70年,,板楼 多层,22000平方米,砖混,7100平方米,300户,3栋,300户,20%,3.00,小区物业,1.00元/平米·月,,住宅,,103.99112701416016,30.581140518188477,2000-01-01
时代100小区网,shidai100,武侯 川音,武侯致民东路79号,：一环以内,,610044,70年,成都市时代物业开发有限公司,塔楼 高层,32796平方米,框架,5019平方米,256户,2002-04-01,256户,60%,6.53,致民东路79号,1.00元/平米·月,,住宅,,104.09032440185547,30.64745330810547,2002-04-01
蓉上坊二期小区网,rongshangfang,锦江 牛王庙,锦江牛王庙巷66号,：一环以内,,610011,70年产权,四川水井坊股份有限公司,塔楼 超高层,,框剪,,811户,6栋,811户,35%,4.97,家园物业,1.50元/平米·月,028-56358926,住宅,,104.09874725341797,30.654966354370117,2010-09-01
青城白鹭洲别墅小区网,bailuzhouqc,都江堰 青城山,都江堰青城山镇青城前山,：绕城以外,,611830,70年产权,,独栋,486788平方米,框架,286668平方米,733户,1栋,733户,75%,0.35,小区物业,1.20元/平米·月,,别墅,小区正门,103.6075210571289,30.901947021484375,2001-01-01
七彩花都小区网,qicaihuadu,温江 光华大道,温江锦泉街55号,：绕城以外,,611130,70年,四川通惠房地产开发有限责任公司,板楼 低层,536613平方米,砖混,233310平方米,580户,53栋,580户,50%,2.30,成都仁和春天物业管理有限公司,0.80元/平米·月,028-87322158,住宅,,103.86955261230469,30.699695587158203,2005-01-01
青城神韵小区网,qingchengshenyun028,成都周边 崇州,成都周边街子镇金鱼街1号,：绕城以外,"酒店式公寓,打折优惠楼盘",611200,70年产权,崇州市天祥实业有限责任公司,板楼 低层,185196平方米,框剪,265295平方米,900户,9栋,2070户,41.50%,0.70,名家物业管理公司,1.20元/平米·月,0282289222,住宅,小区中庭售楼部 二楼,103.56844329833984,30.824193954467773,2006-01-01
龙湖丽景小区网,longhulijing,成华 龙潭寺,成华龙潭寺南兴路109号,：三至绕城,,610051,70年产权,,板楼 小高层,21630平方米,框架,86520平方米,1400户,7栋,1400户,30%,2.50,0.80元/平米·月,0.80元/平米·月,,住宅,,104.17556762695312,30.71285057067871,2010-01-01
南方半岛花园小区网,nanfangbandaohuayuan,高新区 神仙树,高新区神仙树南路55号,：中至三环,,610016,70年产权,成都福茂房地产开发有限公司,板楼 多层,81888平方米,框剪,34120平方米,800户,10栋,800户,40%,2.40,成都亿新物业管理有限公司,1.50元/平米·月,66282306,住宅,,104.0567626953125,30.61362075805664,2000-01-01
京龙名苑小区网,jinglongmingyuan,龙泉 龙泉驿,龙泉广场路99号,：绕城以外,,610100,70年产权,四川省京龙置业有限公司,板楼 多层,55000平方米,砖混,32731平方米,550户,12栋,550户,40%,1.68,小区物业,0.50元/平米·月,,住宅,,104.27365112304688,30.562744140625,2003-01-01
金房竹韵天府小区网,zhuyuntianfujf,武侯 新双楠,武侯三环路西二段56号,：中至三环,,610046,70年产权,成都金房集团有限公司,板楼 多层,96680平方米,框剪,64400平方米,692户,12栋,692户,40%,1.50,成都金房物业有限公司,1.00元/平米·月,028-86916887,住宅,大门口,104.00010681152344,30.646013259887695,2004-01-01
锦洲花园小区网,jinzhouhuayuan028,锦江 龙舟路,锦江三官堂街31号,：一至二环,,610011,70年产权,成都市锦江区统一建设办公室,板楼 多层,300000平方米,框架,157895平方米,958户,20栋,958户,40%,1.90,银林物业,0.50元/平米·月,028-85910443,住宅,成都市锦江区经天路一号,104.10135650634766,30.6297550201416,2002-01-01
玉林品上小区网,yulinpinshang,武侯 玉林,武侯玉林北街1号,：一至二环,小户型 ,610094,70年,四川虹瑶房地产开发有限公司,板楼 多层 高层,120000平方米,砖混,18092平方米,506户,3栋,506户,30%,6.63,佐敦物业,2.00元/平米·月,13072830995,住宅,C栋1楼,104.06645965576172,30.637958526611328,2009-12-01
金房苑月圆小区网,yuanyueyuanjf,金牛 营门口,金牛金房苑西路8号,：二至中环,,610036,70年产权,成都金房集团有限公司,板楼 多层,26870平方米,砖混,20669平方米,296户,7栋,296户,40%,1.30,0.60元/平米·月,0.60元/平米·月,,住宅,,104.04332733154297,30.7000789642334,2000-01-01
怡欣苑小区网,yixinyuan4028,金牛 交大路,金牛长庆东一路5号,：中至三环,,610036,70年产权,成都市地建置业有限公司,板楼 多层,,板楼,,137户,8栋,137户,30%,1.80,成都盛禾物业管理有限公司,0.80元/平米·月,,住宅,,104.04338073730469,30.710542678833008,2002-01-01
月光诚品小区网,yueguangchengpin,武侯 新双楠,武侯武侯大道双楠段100号,：中至三环,"宜居生态地产 ,打折优惠楼盘",610046,70年产权,成都旭阳房地产开发有限公司,板塔结合 小高层,85604平方米,框剪,16006平方米,547户,4栋,547户,20%,3.78,四川忠信物业管理公司,1.80元/平米·月,028-68110183,住宅,,104.0178451538086,30.640085220336914,2011-09-01
新巢小区网,xinchao,武侯 高升桥,武侯七道堰街38号,：一至二环,,610041,70年,成都中建房屋开发有限公司,板楼 小高层,11450平方米,框剪,10700平方米,114户,2栋,114户,30%,1.07,成都亿新物业管理有限公司,1.20元/平米·月,028-85097333,住宅,小区入口,104.04388427734375,30.64776611328125,2005-01-01
武侯别墅小区网,wuhou,武侯 新双楠,武侯武侯大道一段288号,：中至三环,,610046,70年,,联排,12670平方米,框架,7000平方米,200户,19栋,200户,48%,0.68,小区物业,,,别墅,会所中心,104.01628112792969,30.641395568847656,2002-01-01
清华坊小区网,qinghuafang,高新区 新北,高新区神仙树南路53号,：二至中环,,610093,70年,四川昌隆投资管理有限公司,联排,10362平方米,框架,19852平方米,122户,2栋,122户,60%,0.52,清华坊物业管理公司,1.60元/平米·月,,别墅,,104.056640625,30.616130828857422,2003-01-01
绿地国际花都一期小区网,ldgjhdsq,郫都区 郫县区,郫都区西四环蜀都新城创智东二路68号,：绕城以外,,611700,70年,上海绿地集团成都申蓉房地产开发有限公...,塔楼 高层,900000平方米,框架,,886户,5栋,7152户,35%,3.90,绿安物业,,,住宅,,103.90628051757812,30.795146942138672,2015-05-01
齐力碧水湾小区网,bishuiwanql,青羊 内光华,青羊琼楼路516号,：中至三环,,610031,70年产权,成都市青羊区开发建设实业公司,板楼 多层 高层,81146平方米,框剪,22231平方米,687户,8栋,687户,35%,3.65,合力物业,1.00元/平米·月,028-85140981,住宅,1栋物业办公室,103.997314453125,30.669910430908203,2007-12-01
瑞升明院小区网,ruishengmingyuan,双流 航空港,双流航空港临港路33号,：绕城以外,"小户型 ,教育地产",610225,70年,四川瑞升实业集团有限公司,板塔结合 小高层,44424平方米,框架,9306平方米,577户,1栋,577户,30%,3.77,成都瑞德物管公司,1.40元/平米·月,,住宅,,103.98363494873047,30.570919036865234,2009-08-01
双兴名居小区网,shuangxingmingju,天府新区 华阳,天府新区二江路二段191号,：绕城以外,,610225,70年,,板楼 多层,34433平方米,砖混,3434平方米,300户,7栋,300户,30%,3.00,四川悦华置地物业管理有限公司,1.00元/平米·月,66996264,住宅,小区正门,104.07183074951172,30.510814666748047,2000-01-01
金辉枫尚小区网,jinhuifengshang028,武侯 新双楠,武侯外双楠武侯大道果堰路1号（中华名园...,：中至三环,低密居所,610043,住宅产权年限70年,成都融辉置业有限公司,板塔结合 高层,84268平方米,,30096平方米,867户,5栋,867户,30%,2.80,金辉物业,2.35元/平方米·月,,住宅,,104.00176239013672,30.648286819458008,2014-12-31
嘉瑞苑小区网,jiaruiyuan,武侯 外双楠,武侯情融路2号（四川大学附属实验小学西...,：二至中环,,610041,70年,,板楼 多层,75000平方米,框架,43333平方米,578户,10栋,578户,40%,1.73,四川润无声物业管理有限公司,0.60元/平米·月,87011223  、87057651,住宅,,104.02586364746094,30.654865264892578,2004-08-01
华宇静苑小区网,huayujingyuan028,武侯 外双楠,武侯聚荟街436号（华宇·楠苑旁）,：三至绕城,"小户型,地铁沿线,低密居所,花园洋房",610043,"华宇静苑普通住宅产权为70年,花园洋房产...",四川华宇业昊房地产开发有限公司,板楼 小高层,78000平方米,,37333平方米,904户,8栋,904户,30%,2.60,重庆华宇物业管理有限公司成都分公司,2.00元/㎡·月,,住宅,,104.00183868408203,30.632627487182617,2014-06-01
青羊教师公寓小区网,qingyangjiaoshigongyu,青羊 府南新区,青羊双清中路98号,：二至中环,,610072,70年,康居地产,板楼 多层,32120平方米,框架,10037平方米,334户,9栋,334户,30%,3.20,总府假日酒店物业管理有限公司,0.30元/平米·月,,住宅,,104.02662658691406,30.68290901184082,2000-01-01
创+理想城,chuanglixiangcheng,温江 光华大道,温江骑士大道与鹏程路交汇处（8号公馆南...,：绕城以外,"地铁沿线,不限购",611130,"创+理想城普通住宅产权为40年,商住公寓...",成都鼎创天鸿置业有限公司,塔楼 高层,75576平方米,,13333平方米,630户,2018-12-01,630户,30%,3.99,骑士大道与鹏程路交汇...,1.90元/㎡·月,,住宅,,103.88054656982422,30.680559158325195,2018-12-01
百花教师苑小区网,baihuajiaoshiyuan,青羊 浣花小区,青羊大石西路54号,：一至二环,,610031,70年,,板楼 多层,,砖混,,400户,5栋,400户,30%,2.00,小区物业,,,住宅,,104.03942108154297,30.657360076904297,2000-01-01
现代北苑小区网,xiandaibeiyuan,金牛 李家沱,金牛华油路175号新7号,：一至二环,,610036,70年,成都环美置业有限公司,板楼 多层,,板楼,,300户,2栋,300户,35%,3.50,万盛物业,0.60元/平米·月,,住宅,,104.0989990234375,30.687597274780273,2003-01-01
天府长城嘉南地小区网,jiananditfcc,高新区 天府长城,高新区天久南巷169号,：三至绕城,地铁沿线,610016,70年,成都深长城地产有限公司,板楼 小高层 高层,154000平方米,,40000平方米,934户,8栋,934户,30%,3.85,深长城物业管理公司成都分公司,1.50元/平米·月,028-85322228,住宅,1栋物业办公室,104.08055114746094,30.597333908081055,2007-12-01
莱茵河畔小区网,laiyinhepan028,武侯 川音,武侯致民东路18号,：一环以内,,610011,70年产权,成都太禾房地产开发有限责任公司,板楼 高层,38070平方米,框剪,6000平方米,240户,2栋,240户,55%,6.35,成都合智物业服务有限公司,1.20元/平米·月,028-85177269,住宅,,104.0908432006836,30.646461486816406,2002-01-01
锦宏嘉华苑小区网,jinhongjiahuayuan,武侯 内双楠,武侯双楠路2号（名都苑对面）,：一环以内,,610041,70年,四川大行宏业房地产开发有限公司,板楼 多层,15181平方米,框架,4102平方米,215户,1栋,215户,30%,3.70,四川锦宏家族物业管理有限公司,1.20元/平米·月,028-85480351,住宅,10栋楼下,104.03858184814453,30.65218734741211,2002-10-08
锦宏骏苑小区网,jinhongjunyuan,武侯 川音,武侯龙江路18号,：一至二环,,610021,70年产权,四川大行宏业房地产开发有限公司,板楼 小高层,1500平方米,框剪,576平方米,910户,9栋,910户,40%,2.60,锦宏家族物业管理公司,1.20元/平米·月,028-85480351,住宅,南区1栋3单元1楼,104.0842514038086,30.647232055664062,2003-01-01
金璐天下小区网,jinlutianxia,金牛 茶店子,金牛茶店子西街36号,：中至三环, ,610036,70年,成都市金港房屋开发公司,板楼 高层,53951平方米,框剪,5726平方米,657户,1栋,657户,25%,3.50,金港物业,1.50元/平米·月,028-87688889,住宅,,104.02935791015625,30.707740783691406,2010-03-18
九里西苑小区网,jiulixiyuan,金牛 九里堤,金牛星科北街1号,：二至中环,,610036,70年产权,成都市佳力房地产开发有限公司,板楼 多层,48508平方米,框架,33333平方米,756户,2栋,756户,32%,1.83,成都市佳力房地产开发有限公司,0.60元/平米·月,028-87631886,住宅,小区正门,104.05601501464844,30.713735580444336,2003-12-01
都市驿站小区网,dushiyizhan,锦江 盐市口,锦江东大街上东大街段2号,：一环以内,,610011,70年产权,,板楼 多层,60000平方米,板楼,12000平方米,572户,1栋,572户,20%,5.00,小区物管,1.20元/平米·月,,住宅,,104.07764434814453,30.660669326782227,2000-01-01
府河名居小区网,fuhemingju,锦江 九眼桥,锦江天仙桥北路6号,：一环以内,,610011,70年,成都市阜丰房地产有限公司,板楼 小高层,,框架,,,1栋,,30%,5.30,成都大开实业有限公司,1.50元/平米·月,81638949,住宅,,104.09259033203125,30.655803680419922,1999-01-01
博海锦城小区网,bohaijincheng,温江 温江城区,温江学府路北段2号,：绕城以外,,611130,70年,成都长海实业有限公司,塔楼 超高层,250000平方米,框架,72000平方米,800户,3栋,800户,30%,3.50,小区物业,1.50元/平米·月,,住宅,学府路北段2号,103.8169174194336,30.69732093811035,2014-12-01
爱家馨城小区网,aijiaxincheng,武侯 红牌楼,武侯永盛南街11号,：二至中环,,610047,70年产权,四川煌鑫房地产有限公司,塔楼 高层,42000平方米,框剪,21000平方米,258户,4栋,258户,32%,2.00,华润物业管理公司,1.20元/平米·月,028-85270006,住宅,,104.03457641601562,30.643802642822266,2004-01-01
保利春天花语小区网,chuntianhuayubl,新都 大丰镇,新都新都区赵家寺路386号,：三至绕城,"小户型,宜居生态地产,地铁沿线",610504,70年产权,保利（成都）房地产开发有限公司,塔楼 高层 超高层,213120平方米,框剪,53814平方米,1678户,14栋,2428户,25%,4.00,保利物业,2.18元/平米·月,,住宅,,104.07471466064453,30.77651596069336,2015-06-30
逸阳华庭小区网,yiyanghuating,双流 双流城区,双流白河路四段2号,：绕城以外,,610225,70年,,板楼 多层,,砖混,,300户,10栋,300户,30%,2.00,成都双流百信物业有限公司,0.50元/平米·月,85807088,住宅,,103.915771484375,30.576135635375977,2003-01-01
祥和里229号院小区网,xianghelixiaoqu,成华 猛追湾,成华祥和里229号,：一环以内,,610051,70年产权,成都俊发房地产开发有限责任公司,板楼 多层,10000平方米,框架,2427平方米,2002户,3栋,2002户,25%,4.12,和胜物业,0.30元/平米·月,,住宅,,104.10227966308594,30.663909912109375,1998-01-01
警官公寓小区网,jinguangongyu,高新区 中和镇,高新区中和镇迎江路7号,：绕城以外,,610212,70年产权,,板楼 多层,,框架,,300户,1栋,300户,39%,3.12,小区物业,1.20元/平米·月,,住宅,,104.09304809570312,30.55157470703125,2008-10-21
金竹苑B区小区网,jinzhuyuanbqu,高新区 神仙树,高新区元通二巷1号,：二至中环,,610016,70年产权,成都倍特建设开发总公司,板楼 多层,72000平方米,砖混,37894平方米,689户,9栋,689户,30%,1.90,小区物业,1.20元/平米·月,,住宅,小区正门,104.0545883178711,30.627159118652344,2000-01-01
精城名典小区网,jingchengmingdian,郫都区 郫县区,郫都区安民街37号,：绕城以外,,611700,70年,精城企业,板楼 多层 小高层,70000平方米,框架,,600户,9栋,600户,23%,2.90,成都鸿宇物业管理有限公司,1.20元/平米·月,,住宅,,103.90431213378906,30.804224014282227,2006-01-01
交大万通格外小区网,wantonggewaijd,武侯 红牌楼,武侯董家湾南街8号,：二至中环,"小户型 ,打折优惠楼盘",610047,70年产权,成都弘坊置业有限责任公司,塔楼 高层,79747平方米,砖混,15864平方米,135户,3栋,652户,25%,4.20,成都交大智能物业管理有限公司,1.60元/平米·月,208-87696451,住宅,3栋1楼,104.0333023071289,30.62973976135254,2011-04-17
海港广场小区网,haigangguangchang,双流 蛟龙港,双流双流蛟龙港馨园路99号,：绕城以外,,610225,70年产权,,板塔结合 超高层,454555平方米,砖混,34343平方米,300户,9栋,300户,42%,7.10,小区物业,0.85元/平米·月,,住宅,,103.91629791259766,30.61935806274414,2003-06-01
鼓楼世家小区网,guloushijia,青羊 顺城街,青羊鼓楼南街20号,：一环以内,,610031,70年产权,成都信德实业有限公司,塔楼 超高层,74555平方米,框剪,6666平方米,,2栋,,15%,6.99,成都诚信物业管理有限公司,2.00元/平米·月,028-85072096,住宅,,104.0795669555664,30.670217514038086,2006-01-01
富临花园小区网,fulinhuayuan028,成华 猛追湾,成华天祥街111号,：一环以内,,610051,70年,四川富临实业集团有限公司,板楼 多层,22000平方米,框架,12222平方米,278户,2栋,278户,35%,1.80,四川富临物业管理有限责任公司,1.00元/平米·月,,住宅,,104.10026550292969,30.665281295776367,1999-01-01
城市理想小区网,chengshilixiang,锦江 盐市口,锦江梨花街12号,：一环以内,"地铁沿线,小户型 ",610016,70年产权,成都市锦江区统一建设办公室,塔楼 高层 超高层,86000平方米,框剪,6466平方米,1178户,1栋,1178户,16%,10.00,恒景物业,1.80元/平米·月,,住宅,,104.07431030273438,30.66133689880371,2008-01-01
朝发苑小区网,zhaofayuan,成华 新华公园,成华双桥路274号,：一至二环,,610051,70年,四川朝阳房地产开发有限责任公司,板楼 多层,8300平方米,框架,2593平方米,1046户,14栋,1046户,20%,3.20,小区物业,0.60元/平米·月,84469488,住宅,,104.10550689697266,30.658416748046875,2000-01-01
富临美丽天城小区网,meilitianchengfl,武侯 红牌楼,武侯佳灵路75号,：二至中环,,610047,70年产权,四川富临实业集团有限公司,板楼 高层,60000平方米,框剪,13333平方米,414户,2007-01-01,414户,25%,4.50,佳灵路75号,1.30元/平米·月,028-66342973,住宅,1栋101室,104.03018188476562,30.632455825805664,2007-01-01
云景豪庭小区网,yunjinghaoting028,金牛 五块石,金牛站北东街188号,：二至中环,"地铁沿线,经济住宅,酒店式公寓,小户型 ...",610036,70年产权,成都鑫澜村房地产开发有限公司,塔楼 高层,128100平方米,框剪,11954平方米,1120户,2栋,1120户,30%,8.50,成都嘉锦物业管理有限公司,1.20元/平米·月,,住宅,,104.07803344726562,30.706083297729492,2010-03-01
新鸿一区小区网,xinhongyiqu,成华 新华公园,成华新鸿路77号,：一至二环,,610051,70年,成都俊发房地产开发有限责任公司,板楼 多层,359761平方米,砖混,102788平方米,2000户,14栋,2000户,40%,3.50,0.50元/平米·月,0.50元/平米·月,,住宅,,104.11477661132812,30.664430618286133,1995-01-01
玉双苑小区网,yushuangyuan,青羊 贝森,青羊四威北路7号,：中至三环,,610091,70年,,板楼 多层,,砖混,,120户,5栋,120户,30%,3.58,小区物管,,,住宅,,104.00029754638672,30.678848266601562,2003-01-01
西郡香林小区网,xijunxianglin,武侯 五大花园,武侯晋阳路215号,：中至三环,,610045,70年产权,汉派实业,板楼 小高层 高层,39507平方米,框架,11620平方米,357户,2栋,357户,30%,3.40,小区物业,1.50元/平米·月,,住宅,,104.0065689086914,30.65559959411621,2006-01-01
华鑫家苑小区网,huaxinjiayuan028,双流 双流城区,双流双流长顺路三段194号,：绕城以外,,610200,70年产权,,塔楼 多层 小高层,334444平方米,砖混,3434平方米,300户,8栋,300户,30%,2.60,小区物业,,,住宅,小区正门,103.93511962890625,30.570629119873047,2003-01-01
黄忠二期小区网,huangzhongerqi,金牛 蜀汉路,金牛同和路99号,：二至中环,,610036,70年产权,中房集团成都房地产开发总公司,板楼 多层,8000平方米,框架,3200平方米,428户,16栋,428户,35%,2.50,0.30元/平米·月,0.30元/平米·月,,住宅,同和路99号,104.02342224121094,30.69007682800293,2000-01-01
黄忠一期小区网,huangzhongyiqi,金牛 蜀汉路,金牛同和路39号,：二至中环,,610036,70年产权,成都金房集团有限公司,板楼 多层,75000平方米,框剪,30000平方米,980户,17栋,980户,35%,2.50,金房物业公司,0.50元/平米·月,028-86916887,住宅,7栋1楼,104.02381896972656,30.692197799682617,1998-01-01
花朝月盈小区网,huachaoyueying,金牛 交大路,金牛长久巷59号,：中至三环,,610036,70年产权,四川三友房地产开发有限公司,板楼 多层,28544平方米,砖混,11418平方米,210户,6栋,210户,38%,2.50,四川三友物业管理有限公司,0.60元/平米·月,,住宅,,104.04527282714844,30.710010528564453,2005-01-01
府河御景小区网,fuheyujing,郫都区 安靖,郫都区御景路140号,：三至绕城,宜居生态地产,611700,70年产权,成都川裕房地产开发有限公司,暂无资料,197678平方米,框架,86667平方米,1358户,27栋,1358户,32.20%,2.13,元盛物业管理有限公司,0.90元/平米·月,028-87852601,住宅,小区23栋物业管理中心,104.02263641357422,30.770179748535156,2008-08-01
抚琴西路南一巷1号院小区网,fuqinxilu,金牛 抚琴小区,金牛抚琴西路南一巷1号,：一至二环,,610036,70年,,板楼 多层,,砖混,,358户,6栋,358户,22%,2.90,小区物管,,,住宅,,104.04451751708984,30.681758880615234,1997-01-01
华阳花苑小区网,huayanghuayuan028,天府新区 华阳,天府新区协和下街218号,：绕城以外,"宜居生态地产,公园地产",610225,70年,瓯海房地产开发有限公司,塔楼 小高层 高层,32056平方米,框架,10000平方米,164户,2栋,164户,30%,5.00,星河物业有限公司,1.20元/平米·月,,住宅,,104.04994201660156,30.520774841308594,2008-04-01
都江逸家小区网,dujiangyijia,都江堰 都江堰市区,都江堰都江堰市桂花路199号,：绕城以外,"低密居所,花园洋房,打折优惠楼盘",611800,住宅70年产权,四川森信置业有限公司,板楼 多层,58775平方米,砖混,56389平方米,456户,18栋,456户,35%,1.00,四川悦华置地物业管理有限责任公司,0.78元/平米·月,,住宅,,103.66624450683594,30.998737335205078,2010-12-01
督院府邸小区网,duyuanfudi,锦江 春熙路,锦江锦江区老半边街14号,：一环以内,,610011,70年产权,,塔楼 小高层,23456平方米,砖混,3445平方米,400户,2栋,400户,35%,5.41,0.80元/平米·月,0.80元/平米·月,,住宅,小区门口,104.08081817626953,30.656726837158203,2000-01-01
安庆苑小区网,anqingyuan,成华 八里小区,成华怡福路61号,：二至中环,,610066,70年,四川弘房地产集团有限公司,板楼 多层,38425平方米,框剪,10265平方米,226户,10栋,226户,25%,3.80,小区物管,0.80元/平米·月,68198508,住宅,,104.11560821533203,30.69120979309082,2000-01-01
原筑小区网,yuanzhu028,高新区 天府长城,高新区天和路9号（科华南路与三环路交界...,：中至三环,,610094,70年,成都润和百通实业开发有限公司,板楼 高层,48976平方米,,8325平方米,427户,1栋,427户,26%,5.88,香港戴德梁行物业管理公司,1.50元/平米·月,028-86653048,住宅,,104.07918548583984,30.60453224182129,2007-10-30
中铁奥维尔二期小区网,aoweierzt,郫都区 郫县区,郫都区梨园路一段528号,：绕城以外,,611700,70年,中国中铁八局集团房地产开发有限公司,塔楼 高层,,框架,,,3栋,,30%,1.14,四川力宝企业管理有限公司,2.00元/平米·月,,住宅,,103.88091278076172,30.82737922668457,2013-10-05
优诗美地小区网,youshimeidi,龙泉 龙泉驿,龙泉圣景路161号,：绕城以外,,610100,70年产权,成都家和实业有限公司,板楼 多层,72650平方米,砖混,60542平方米,522户,25栋,522户,50%,1.20,小区物业,0.50元/平米·月,,住宅,,104.31047821044922,30.606035232543945,2003-01-01
月都家园小区网,yuedujiayuan,双流 机场路,双流机场路近都段46号,：绕城以外,,610225,70年产权,,板楼 多层,,砖混,,380户,16栋,380户,30.20%,2.00,小区物管,0.50元/平米·月,,住宅,,103.99929809570312,30.581146240234375,2003-01-01
颐园小区网,yiyuan2,金牛 抚琴小区,金牛营通街53号,：一至二环,,610031,70年产权,成都中新悦蓉置业有限公司,板楼 多层 高层,38745平方米,板楼,10265平方米,340户,20栋,340户,28%,3.10,小区物业,0.50元/平米·月,,住宅,,104.0409927368164,30.68779945373535,1998-01-01
玉林都江小区网,yulindujiang,都江堰 都江堰市区,都江堰彩虹大道北段重庆路66号,：绕城以外,"旅游地产,低密居所,打折优惠楼盘",611800,70年,成都龙泉金山房地产公司,板楼 多层 小高层,70000平方米,框剪,37068平方米,759户,13栋,759户,45%,1.86,都江堰辰一物业有限公司,1.20元/平米·月,,住宅,,103.6623764038086,31.009803771972656,2012-06-01
阳光新业中心小区网,yangguangxinyezhongxin,锦江 东大街,锦江锦江区一环路东五段85号,：一环以内,"小户型,豪华居住区,地铁沿线",610065,住宅70年,阳光新业地产股份有限公司,板塔结合 高层 超高层,252574平方米,,30670平方米,300户,3栋,300户,25%,5.60,诚悦时代物业管理有限公司,2.50元/平方米·月,,住宅,,104.09809875488281,30.648815155029297,2014-06-01
